antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Bastille', 'St. Vincent'})","frozenset({'Everything But The Girl', 'Passenger'})",0.006309148264984227,0.008412197686645636,0.005257623554153523,0.8333333333333334,99.06250000000001,1.0,0.005204549751714118,5.949526813880127,0.9961904761904762,0.5555555555555557,0.8319194061505832,0.7291666666666667
"frozenset({'Kate Nash', 'St. Vincent'})",frozenset({'Kimya Dawson'}),0.006309148264984227,0.008412197686645636,0.005257623554153523,0.8333333333333334,99.06250000000001,1.0,0.005204549751714118,5.949526813880127,0.9961904761904762,0.5555555555555557,0.8319194061505832,0.7291666666666667
"frozenset({'Everything But The Girl', 'Passenger'})","frozenset({'Kimya Dawson', 'St. Vincent'})",0.008412197686645636,0.006309148264984227,0.005257623554153523,0.625,99.0625,1.0,0.005204549751714118,2.6498422712933754,0.9983032873806998,0.5555555555555557,0.6226190476190476,0.7291666666666667
"frozenset({'Everything But The Girl', 'Passenger'})","frozenset({'Bastille', 'St. Vincent'})",0.008412197686645636,0.006309148264984227,0.005257623554153523,0.625,99.0625,1.0,0.005204549751714118,2.6498422712933754,0.9983032873806998,0.5555555555555557,0.6226190476190476,0.7291666666666667
frozenset({'Kimya Dawson'}),"frozenset({'Kate Nash', 'St. Vincent'})",0.008412197686645636,0.006309148264984227,0.005257623554153523,0.625,99.0625,1.0,0.005204549751714118,2.6498422712933754,0.9983032873806998,0.5555555555555557,0.6226190476190476,0.7291666666666667
"frozenset({'Everything But The Girl', 'St. Vincent'})",frozenset({'Kimya Dawson'}),0.007360672975814932,0.008412197686645636,0.0057833859095688745,0.7857142857142856,93.40178571428571,1.0,0.0057214664733895694,4.627409744128984,0.9966294298921418,0.5789473684210525,0.783896379336464,0.7366071428571428
frozenset({'Kimya Dawson'}),"frozenset({'Everything But The Girl', 'St. Vincent'})",0.008412197686645636,0.007360672975814932,0.0057833859095688745,0.6875,93.40178571428571,1.0,0.0057214664733895694,3.1764458464773924,0.9976863009736817,0.5789473684210525,0.6851827330508474,0.7366071428571428
"frozenset({'Kimya Dawson', 'St. Vincent'})",frozenset({'Kate Nash'}),0.006309148264984227,0.008937960042060988,0.005257623554153523,0.8333333333333334,93.23529411764706,1.0,0.005201232639061655,5.946372239747635,0.9955555555555555,0.5263157894736843,0.8318302387267904,0.7107843137254902
frozenset({'Kate Nash'}),"frozenset({'Kimya Dawson', 'St. Vincent'})",0.008937960042060988,0.006309148264984227,0.005257623554153523,0.5882352941176471,93.23529411764706,1.0,0.005201232639061655,2.413249211356467,0.9981962864721484,0.5263157894736843,0.5856209150326798,0.7107843137254902
frozenset({'Kimya Dawson'}),"frozenset({'Everything But The Girl', 'Passenger', 'St. Vincent'})",0.008412197686645636,0.006834910620399579,0.005257623554153523,0.625,91.4423076923077,1.0,0.005200126934844168,2.6484402383456014,0.9974549310710498,0.5263157894736843,0.622419269454738,0.6971153846153846
"frozenset({'Everything But The Girl', 'Passenger', 'St. Vincent'})",frozenset({'Kimya Dawson'}),0.006834910620399579,0.008412197686645636,0.005257623554153523,0.7692307692307693,91.4423076923077,1.0,0.005200126934844168,4.296880476691204,0.9958708311275807,0.5263157894736843,0.7672730239008076,0.6971153846153846
"frozenset({'Adele', 'St. Vincent'})",frozenset({'Chlöe Howl'}),0.0057833859095688745,0.009989484752891693,0.005257623554153523,0.9090909090909092,91.00478468899522,1.0,0.005199850508789796,10.8901156677182,0.9947646747752511,0.5000000000000001,0.9081736107758414,0.7177033492822966
frozenset({'Chlöe Howl'}),"frozenset({'Adele', 'St. Vincent'})",0.009989484752891693,0.0057833859095688745,0.005257623554153523,0.5263157894736842,91.00478468899522,1.0,0.005199850508789796,2.0989017408575767,0.9989909718534253,0.5000000000000001,0.523560355144869,0.7177033492822966
"frozenset({'Everything But The Girl', 'Bastille'})",frozenset({'The Beautiful South'}),0.007886435331230283,0.007360672975814932,0.005257623554153523,0.6666666666666667,90.57142857142858,1.0,0.005199574082735424,2.977917981072556,0.9968203497615261,0.5263157894736843,0.6641949152542374,0.6904761904761905
frozenset({'The Beautiful South'}),"frozenset({'Everything But The Girl', 'Bastille'})",0.007360672975814932,0.007886435331230283,0.005257623554153523,0.7142857142857143,90.57142857142858,1.0,0.005199574082735424,3.4723974763406944,0.9962923728813557,0.5263157894736843,0.7120145355439473,0.6904761904761905
frozenset({'The Beautiful South'}),"frozenset({'Everything But The Girl', 'Passenger'})",0.007360672975814932,0.008412197686645636,0.005257623554153523,0.7142857142857143,84.91071428571429,1.0,0.005195704117974218,3.4705573080967405,0.995550847457627,0.5000000000000001,0.7118618391152856,0.6696428571428572
